transaction_id,date,district,asset_type,transaction_value_aed,size_sqm,price_per_sqm,buyer_type
TXN-03121,2023-04-01,Al Maryah Island,office,4453000,207,21511,individual
TXN-03265,2023-04-01,Al Bahia,office,7468000,854,8745,fund
TXN-03542,2023-04-01,Saadiyat Island,office,12452000,502,24804,individual
TXN-04547,2023-04-01,Saadiyat Island,office,3904000,166,23517,fund
TXN-00096,2023-04-02,Al Reef,warehouse,10918000,5057,2159,individual
TXN-00151,2023-04-02,Al Raha Beach,apartment,796000,65,12243,corporate
TXN-03352,2023-04-02,Al Maqta,retail,6616000,509,12999,corporate
TXN-03450,2023-04-02,Mohammed Bin Zayed City,apartment,1411000,177,7973,corporate
TXN-04797,2023-04-02,Masdar City,office,16577000,1333,12436,developer
TXN-00106,2023-04-03,Al Raha Beach,townhouse,3808000,277,13748,corporate
TXN-00524,2023-04-03,Saadiyat Island,retail,3669000,191,19208,corporate
TXN-00847,2023-04-03,Mohammed Bin Zayed City,townhouse,2578000,278,9272,developer
TXN-01008,2023-04-03,Al Bahia,townhouse,1951000,245,7965,individual
TXN-02264,2023-04-03,Mussafah,villa,3792000,686,5527,corporate
TXN-03224,2023-04-03,Al Maryah Island,villa,11365000,423,26867,corporate
TXN-03955,2023-04-03,Saadiyat Island,retail,15580000,816,19093,individual
TXN-00924,2023-04-04,Corniche,office,18736000,1153,16250,individual
TXN-01609,2023-04-04,Al Zahiyah,apartment,1715000,221,7758,corporate
TXN-03331,2023-04-04,Masdar City,villa,6741000,411,16401,individual
TXN-04708,2023-04-04,Danet Abu Dhabi,apartment,2201000,115,19143,individual
TXN-00208,2023-04-05,Mussafah,office,908000,123,7384,fund
TXN-02266,2023-04-05,Al Bahia,apartment,1783000,171,10425,developer
TXN-03270,2023-04-05,Al Khalidiyah,hotel,64732000,7227,8957,fund
TXN-03645,2023-04-05,Mohammed Bin Zayed City,apartment,1165000,138,8440,corporate
TXN-03998,2023-04-05,Zayed City,office,14113000,1123,12567,individual
TXN-04930,2023-04-05,Danet Abu Dhabi,retail,5990000,450,13312,individual
TXN-00085,2023-04-06,Al Ghadeer,townhouse,1887000,251,7517,fund
TXN-00683,2023-04-06,Mohammed Bin Zayed City,warehouse,7091000,2218,3197,fund
TXN-00810,2023-04-06,Al Bateen,villa,7969000,434,18362,developer
TXN-01817,2023-04-06,Al Bahia,office,7378000,724,10191,developer
TXN-04821,2023-04-06,Zayed City,apartment,631000,78,8091,fund
TXN-00244,2023-04-07,Danet Abu Dhabi,warehouse,12085000,3999,3022,individual
TXN-00410,2023-04-07,Al Bateen,warehouse,24203000,5564,4350,individual
TXN-00714,2023-04-07,Corniche,villa,4672000,313,14925,individual
TXN-00981,2023-04-07,Zayed City,retail,7924000,838,9456,developer
TXN-01186,2023-04-07,Al Bahia,office,9736000,1219,7987,fund
TXN-02444,2023-04-07,Danet Abu Dhabi,hotel,60516000,9756,6203,individual
TXN-02681,2023-04-07,Zayed City,apartment,734000,88,8341,corporate
TXN-02848,2023-04-07,Corniche,apartment,1489000,104,14316,individual
TXN-04476,2023-04-07,Al Maqta,apartment,469000,61,7692,individual
TXN-04861,2023-04-07,Mohammed Bin Zayed City,apartment,1461000,176,8301,individual
TXN-02174,2023-04-08,Al Maryah Island,townhouse,7039000,348,20226,individual
TXN-02408,2023-04-08,Zayed City,townhouse,2352000,207,11362,developer
TXN-00354,2023-04-09,Danet Abu Dhabi,hotel,34910000,4153,8406,individual
TXN-01998,2023-04-09,Al Khalidiyah,townhouse,3993000,322,12402,corporate
TXN-03447,2023-04-09,Al Khalidiyah,villa,9709000,571,17004,corporate
TXN-00982,2023-04-10,Mohammed Bin Zayed City,office,7990000,755,10583,individual
TXN-03094,2023-04-10,Danet Abu Dhabi,land,118466000,23798,4978,individual
TXN-03881,2023-04-10,Saadiyat Island,townhouse,6624000,298,22228,individual
TXN-00984,2023-04-11,Al Raha Beach,office,2717000,136,19976,corporate
TXN-01935,2023-04-11,Al Bahia,land,56855000,22305,2549,corporate
TXN-00185,2023-04-12,Masdar City,apartment,2002000,191,10480,corporate
TXN-00365,2023-04-12,Al Bateen,warehouse,21396000,5137,4165,corporate
TXN-01024,2023-04-12,Al Zahiyah,land,119198000,23721,5025,individual
TXN-01199,2023-04-12,Danet Abu Dhabi,retail,2039000,140,14562,fund
TXN-03548,2023-04-12,Al Ghadeer,office,7380000,833,8860,developer
TXN-04024,2023-04-12,Yas Island,apartment,3716000,206,18039,corporate
TXN-04026,2023-04-12,Khalifa City,retail,4907000,356,13783,individual
TXN-01052,2023-04-13,Al Ghadeer,land,60142000,22111,2720,developer
TXN-03326,2023-04-13,Mohammed Bin Zayed City,townhouse,1978000,207,9556,corporate
TXN-03662,2023-04-13,Al Reef,apartment,1547000,255,6067,corporate
TXN-04298,2023-04-13,Masdar City,townhouse,4067000,315,12911,corporate
TXN-04446,2023-04-13,Masdar City,villa,5908000,480,12309,individual
TXN-04823,2023-04-13,Al Bateen,villa,11455000,676,16945,individual
TXN-00860,2023-04-14,Al Reem Island,townhouse,3108000,215,14455,corporate
TXN-00967,2023-04-14,Al Maryah Island,townhouse,6971000,258,27019,individual
TXN-02274,2023-04-14,Zayed City,land,50204000,18236,2753,corporate
TXN-04053,2023-04-14,Zayed City,apartment,632000,63,10028,corporate
TXN-00099,2023-04-15,Mussafah,land,11006000,6173,1783,individual
TXN-00997,2023-04-15,Al Ghadeer,townhouse,1227000,181,6781,corporate
TXN-01246,2023-04-15,Mohammed Bin Zayed City,land,46280000,16576,2792,individual
TXN-01927,2023-04-15,Corniche,retail,4230000,224,18884,developer
TXN-04340,2023-04-15,Saadiyat Island,apartment,2130000,144,14795,individual
TXN-04431,2023-04-15,Al Maryah Island,apartment,4707000,160,29417,corporate
TXN-00655,2023-04-16,Corniche,villa,4822000,264,18265,individual
TXN-03822,2023-04-16,Danet Abu Dhabi,villa,6370000,546,11667,corporate
TXN-04898,2023-04-16,Al Khalidiyah,office,14785000,1268,11660,developer
TXN-00205,2023-04-17,Corniche,retail,12762000,675,18907,corporate
TXN-00552,2023-04-17,Al Reem Island,apartment,2396000,170,14094,individual
TXN-01139,2023-04-17,Al Khalidiyah,office,7713000,725,10638,corporate
TXN-01956,2023-04-17,Mussafah,office,6358000,1026,6197,individual
TXN-02476,2023-04-17,Al Shamkha,villa,5031000,673,7475,corporate
TXN-03595,2023-04-17,Al Zahiyah,land,59189000,14235,4158,developer
TXN-01151,2023-04-18,Al Ghadeer,office,10210000,1163,8779,fund
TXN-01541,2023-04-18,Mussafah,warehouse,8768000,5456,1607,fund
TXN-02147,2023-04-18,Al Reem Island,apartment,2851000,256,11138,fund
TXN-02722,2023-04-18,Masdar City,land,24714000,5440,4543,developer
TXN-02920,2023-04-18,Masdar City,apartment,3212000,223,14404,individual
TXN-00492,2023-04-19,Al Maqta,warehouse,5896000,3350,1760,fund
TXN-02382,2023-04-19,Al Maryah Island,apartment,3491000,187,18671,individual
TXN-04279,2023-04-19,Al Shamkha,apartment,1454000,177,8214,developer
TXN-00053,2023-04-20,Al Maqta,villa,4779000,486,9833,developer
TXN-00100,2023-04-20,Al Shamkha,apartment,1378000,196,7030,individual
TXN-00358,2023-04-20,Al Raha Beach,apartment,5108000,197,25931,individual
TXN-00555,2023-04-20,Al Maryah Island,retail,1888000,88,21458,individual
TXN-00836,2023-04-20,Al Shamkha,land,77634000,24748,3137,individual
TXN-01259,2023-04-20,Mussafah,warehouse,7762000,5379,1443,developer
TXN-02215,2023-04-20,Corniche,apartment,2971000,161,18453,individual
TXN-04345,2023-04-20,Saadiyat Island,villa,8619000,391,22044,individual
TXN-04913,2023-04-20,Al Reem Island,apartment,848000,74,11453,developer
TXN-00032,2023-04-21,Corniche,apartment,3640000,244,14916,individual
TXN-00914,2023-04-21,Saadiyat Island,office,18888000,888,21270,fund
TXN-01338,2023-04-21,Yas Island,retail,4404000,253,17406,developer
TXN-01973,2023-04-21,Yas Island,apartment,2400000,167,14372,developer
TXN-03070,2023-04-21,Al Maqta,townhouse,2661000,244,10904,developer
TXN-03470,2023-04-21,Al Khalidiyah,villa,10445000,650,16069,individual
TXN-04020,2023-04-21,Yas Island,warehouse,8277000,2901,2853,fund
TXN-01265,2023-04-22,Al Raha Beach,warehouse,9363000,3986,2349,developer
TXN-03644,2023-04-22,Al Bahia,apartment,1702000,183,9301,fund
TXN-03904,2023-04-22,Danet Abu Dhabi,land,145588000,28875,5042,individual
TXN-04607,2023-04-22,Al Reem Island,retail,7210000,577,12496,corporate
TXN-02535,2023-04-23,Al Reem Island,warehouse,11691000,4023,2906,individual
TXN-02984,2023-04-23,Al Maryah Island,villa,11415000,324,35233,corporate
TXN-00748,2023-04-24,Al Zahiyah,apartment,1878000,171,10981,corporate
TXN-02301,2023-04-24,Al Reem Island,warehouse,14098000,5168,2728,individual
TXN-04570,2023-04-24,Al Reem Island,land,28020000,6000,4670,corporate
TXN-00335,2023-04-26,Al Maryah Island,apartment,4111000,201,20451,fund
TXN-00734,2023-04-26,Al Bahia,apartment,744000,87,8546,fund
TXN-01201,2023-04-26,Al Zahiyah,hotel,34193000,5118,6681,individual
TXN-02339,2023-04-26,Khalifa City,apartment,1168000,123,9495,corporate
TXN-02707,2023-04-26,Mohammed Bin Zayed City,hotel,41034000,9219,4451,individual
TXN-04330,2023-04-26,Al Reef,villa,3349000,628,5333,corporate
TXN-00046,2023-04-27,Al Shamkha,apartment,1173000,201,5836,developer
TXN-00155,2023-04-27,Masdar City,villa,7751000,622,12462,corporate
TXN-00398,2023-04-27,Mussafah,apartment,1339000,210,6377,individual
TXN-00616,2023-04-27,Zayed City,townhouse,1686000,192,8780,individual
TXN-01179,2023-04-27,Al Ghadeer,office,5012000,725,6913,individual
TXN-00194,2023-04-28,Al Shamkha,land,35570000,12274,2898,fund
TXN-00798,2023-04-28,Al Ghadeer,villa,2985000,450,6634,corporate
TXN-02597,2023-04-28,Al Maryah Island,land,128537000,19051,6747,developer
TXN-03621,2023-04-28,Al Maqta,office,9905000,983,10076,corporate
TXN-01158,2023-04-29,Khalifa City,retail,6400000,581,11016,individual
TXN-01644,2023-04-29,Al Bahia,apartment,908000,141,6441,individual
TXN-01934,2023-04-29,Zayed City,warehouse,12508000,4667,2680,individual
TXN-02960,2023-04-29,Masdar City,villa,5801000,584,9933,fund
TXN-04551,2023-04-29,Al Reef,office,4115000,559,7361,corporate
TXN-04585,2023-04-29,Al Maryah Island,villa,12355000,544,22711,individual
TXN-01097,2023-04-30,Al Bahia,villa,2409000,341,7065,individual
TXN-02793,2023-04-30,Corniche,retail,1968000,113,17416,fund
TXN-03838,2023-04-30,Al Bateen,office,27768000,1200,23140,fund
TXN-02855,2023-05-01,Al Maryah Island,townhouse,6974000,291,23965,fund
TXN-03372,2023-05-01,Masdar City,land,98159000,25047,3919,corporate
TXN-03161,2023-05-02,Al Ghadeer,townhouse,2711000,325,8342,fund
TXN-03432,2023-05-02,Al Maryah Island,apartment,1961000,92,21316,individual
TXN-03834,2023-05-02,Al Maqta,land,49463000,14230,3476,corporate
TXN-01604,2023-05-03,Al Reem Island,land,150127000,27531,5453,fund
TXN-02523,2023-05-03,Al Khalidiyah,land,93852000,24672,3804,individual
TXN-04990,2023-05-03,Al Maryah Island,land,213668000,27009,7911,corporate
TXN-00669,2023-05-04,Saadiyat Island,office,8089000,439,18426,individual
TXN-00693,2023-05-04,Zayed City,townhouse,2203000,181,12172,individual
TXN-02464,2023-05-04,Al Maryah Island,retail,11632000,384,30292,individual
TXN-00284,2023-05-05,Yas Island,office,3757000,225,16698,fund
TXN-00695,2023-05-05,Masdar City,retail,869000,61,14244,fund
TXN-00823,2023-05-05,Al Reem Island,apartment,2828000,219,12911,corporate
TXN-01334,2023-05-05,Masdar City,townhouse,2590000,194,13348,individual
TXN-04196,2023-05-05,Al Reem Island,apartment,1719000,143,12019,individual
TXN-01812,2023-05-06,Mohammed Bin Zayed City,retail,947000,95,9973,developer
TXN-01909,2023-05-06,Zayed City,villa,3494000,342,10215,individual
TXN-02254,2023-05-06,Al Ghadeer,apartment,1538000,207,7432,corporate
TXN-02404,2023-05-06,Danet Abu Dhabi,retail,15542000,887,17522,developer
TXN-04254,2023-05-06,Al Raha Beach,hotel,92048000,8581,10727,individual
TXN-04417,2023-05-06,Al Ghadeer,apartment,1788000,219,8163,developer
TXN-04774,2023-05-06,Zayed City,warehouse,14654000,5505,2662,individual
TXN-04899,2023-05-06,Al Maryah Island,villa,10898000,489,22287,individual
TXN-04912,2023-05-06,Masdar City,office,17895000,1278,14002,fund
TXN-01401,2023-05-07,Masdar City,townhouse,3045000,259,11755,corporate
TXN-01891,2023-05-07,Yas Island,land,163918000,28389,5774,individual
TXN-02835,2023-05-07,Corniche,hotel,108043000,10851,9957,individual
TXN-03454,2023-05-07,Masdar City,apartment,905000,84,10772,individual
TXN-03563,2023-05-07,Al Maryah Island,retail,4382000,156,28091,fund
TXN-04112,2023-05-07,Al Maqta,villa,5898000,546,10803,developer
TXN-04382,2023-05-07,Al Reem Island,townhouse,5438000,333,16329,corporate
TXN-04828,2023-05-07,Al Zahiyah,land,72386000,16648,4348,individual
TXN-00917,2023-05-08,Saadiyat Island,apartment,3442000,157,21925,corporate
TXN-01752,2023-05-08,Al Shamkha,villa,2727000,260,10489,individual
TXN-02097,2023-05-08,Danet Abu Dhabi,land,109001000,24244,4496,individual
TXN-03069,2023-05-08,Al Khalidiyah,hotel,64691000,8473,7635,developer
TXN-00031,2023-05-09,Al Reem Island,apartment,1995000,191,10445,corporate
TXN-00235,2023-05-09,Zayed City,townhouse,2816000,339,8306,individual
TXN-03874,2023-05-09,Al Ghadeer,apartment,1153000,132,8738,fund
TXN-04004,2023-05-09,Al Reef,warehouse,10899000,4979,2189,corporate
TXN-04998,2023-05-09,Al Khalidiyah,townhouse,5299000,302,17547,fund
TXN-03443,2023-05-10,Masdar City,retail,10885000,654,16643,developer
TXN-03700,2023-05-10,Al Zahiyah,retail,8458000,551,15351,corporate
TXN-00530,2023-05-11,Al Khalidiyah,villa,10526000,680,15479,individual
TXN-02228,2023-05-11,Al Reef,townhouse,1957000,260,7528,individual
TXN-00360,2023-05-12,Zayed City,warehouse,9014000,4717,1911,individual
TXN-01075,2023-05-12,Al Maryah Island,retail,10006000,359,27871,individual
TXN-02316,2023-05-13,Mussafah,office,2604000,291,8947,fund
TXN-03116,2023-05-13,Mussafah,retail,757000,126,6011,developer
TXN-03521,2023-05-13,Mussafah,apartment,977000,164,5956,corporate
TXN-03649,2023-05-14,Mohammed Bin Zayed City,office,19055000,1442,13214,fund
TXN-04031,2023-05-14,Mohammed Bin Zayed City,townhouse,2831000,320,8847,individual
TXN-00184,2023-05-15,Yas Island,office,20306000,1124,18066,corporate
TXN-02927,2023-05-15,Danet Abu Dhabi,office,16575000,1492,11109,fund
TXN-03858,2023-05-15,Al Ghadeer,land,28620000,13027,2197,individual
TXN-00351,2023-05-16,Mussafah,hotel,34458000,9233,3732,individual
TXN-00775,2023-05-16,Corniche,retail,11192000,581,19264,corporate
TXN-01958,2023-05-16,Al Khalidiyah,land,50778000,9906,5126,individual
TXN-00029,2023-05-17,Danet Abu Dhabi,office,11505000,687,16747,individual
TXN-01046,2023-05-17,Al Reef,apartment,1188000,157,7570,fund
TXN-01306,2023-05-17,Al Bateen,townhouse,3242000,185,17526,corporate
TXN-01190,2023-05-19,Danet Abu Dhabi,retail,11661000,687,16974,individual
TXN-01682,2023-05-19,Al Khalidiyah,retail,4467000,246,18157,corporate
TXN-03029,2023-05-19,Danet Abu Dhabi,villa,6630000,508,13051,fund
TXN-00637,2023-05-20,Danet Abu Dhabi,apartment,1810000,144,12568,individual
TXN-03013,2023-05-20,Al Bahia,apartment,1765000,197,8961,individual
TXN-04311,2023-05-20,Danet Abu Dhabi,apartment,1269000,124,10234,developer
TXN-00211,2023-05-21,Al Khalidiyah,villa,5399000,332,16263,individual
TXN-00355,2023-05-21,Corniche,hotel,122506000,11237,10902,fund
TXN-01602,2023-05-21,Mohammed Bin Zayed City,villa,4502000,547,8230,corporate
TXN-01690,2023-05-21,Yas Island,office,6363000,334,19052,corporate
TXN-01867,2023-05-21,Mussafah,apartment,895000,105,8525,individual
TXN-02150,2023-05-21,Al Bahia,land,10202000,4312,2366,individual
TXN-04040,2023-05-21,Mussafah,villa,2630000,428,6145,individual
TXN-00387,2023-05-22,Al Zahiyah,townhouse,3071000,208,14766,individual
TXN-01171,2023-05-22,Mussafah,hotel,30171000,8511,3545,individual
TXN-00469,2023-05-23,Al Maqta,retail,6105000,532,11475,individual
TXN-01164,2023-05-23,Al Zahiyah,land,43342000,9532,4547,individual
TXN-02655,2023-05-23,Mohammed Bin Zayed City,office,3919000,366,10707,developer
TXN-04562,2023-05-23,Al Maryah Island,land,178281000,22685,7859,individual
TXN-00842,2023-05-24,Zayed City,retail,7430000,769,9662,corporate
TXN-00898,2023-05-24,Al Bahia,apartment,2240000,195,11489,corporate
TXN-01197,2023-05-24,Yas Island,office,16781000,853,19673,developer
TXN-03903,2023-05-24,Mohammed Bin Zayed City,townhouse,2062000,234,8813,corporate
TXN-04275,2023-05-24,Corniche,office,19323000,1026,18833,corporate
TXN-00949,2023-05-25,Mussafah,office,4487000,626,7167,individual
TXN-02360,2023-05-25,Al Bahia,apartment,383000,63,6082,individual
TXN-03361,2023-05-25,Yas Island,retail,9376000,601,15600,developer
TXN-03987,2023-05-25,Corniche,retail,3062000,152,20145,developer
TXN-04352,2023-05-25,Al Reef,warehouse,10129000,4642,2182,fund
TXN-01207,2023-05-26,Al Khalidiyah,office,6313000,402,15705,developer
TXN-01349,2023-05-26,Al Zahiyah,apartment,1264000,89,14197,individual
TXN-01490,2023-05-26,Al Maqta,office,11024000,1042,10580,individual
TXN-04171,2023-05-26,Al Zahiyah,apartment,1254000,166,7553,corporate
TXN-04356,2023-05-26,Yas Island,land,129208000,24958,5177,individual
TXN-00385,2023-05-27,Masdar City,hotel,78563000,10321,7612,corporate
TXN-00516,2023-05-28,Mussafah,apartment,1488000,214,6955,fund
TXN-01213,2023-05-28,Al Shamkha,warehouse,5443000,2403,2265,individual
TXN-03554,2023-05-28,Zayed City,townhouse,2221000,277,8017,corporate
TXN-03663,2023-05-28,Al Bahia,apartment,1032000,115,8973,fund
TXN-03757,2023-05-28,Corniche,land,79196000,11491,6892,corporate
TXN-00881,2023-05-29,Zayed City,apartment,1663000,186,8939,corporate
TXN-01154,2023-05-29,Mussafah,townhouse,1594000,196,8131,individual
TXN-01522,2023-05-29,Khalifa City,apartment,923000,99,9322,fund
TXN-01580,2023-05-29,Al Zahiyah,villa,9014000,539,16724,individual
TXN-01636,2023-05-29,Zayed City,warehouse,7020000,3346,2098,individual
TXN-02009,2023-05-29,Masdar City,villa,6630000,518,12799,developer
TXN-02441,2023-05-29,Mohammed Bin Zayed City,villa,4033000,446,9043,corporate
TXN-04197,2023-05-29,Danet Abu Dhabi,villa,10309000,642,16057,individual
TXN-01587,2023-05-30,Al Zahiyah,townhouse,4287000,351,12215,developer
TXN-03211,2023-05-30,Yas Island,retail,3370000,187,18021,corporate
TXN-04694,2023-05-30,Al Raha Beach,retail,6197000,373,16613,individual
TXN-01327,2023-05-31,Al Maryah Island,apartment,4549000,232,19607,developer
TXN-03510,2023-05-31,Mohammed Bin Zayed City,hotel,44958000,7633,5890,individual
TXN-03685,2023-05-31,Saadiyat Island,villa,15751000,690,22827,corporate
TXN-04186,2023-05-31,Mohammed Bin Zayed City,land,58164000,16864,3449,corporate
TXN-04448,2023-05-31,Al Reef,apartment,2079000,235,8845,individual
TXN-00538,2023-06-01,Al Raha Beach,land,39611000,6936,5711,individual
TXN-02130,2023-06-01,Al Bahia,office,2456000,233,10539,developer
TXN-03234,2023-06-01,Al Raha Beach,apartment,1175000,78,15058,individual
TXN-04675,2023-06-01,Yas Island,apartment,1959000,144,13607,individual
TXN-04916,2023-06-01,Al Shamkha,warehouse,2764000,1708,1618,corporate
TXN-00519,2023-06-02,Al Maryah Island,retail,18515000,699,26488,individual
TXN-01202,2023-06-02,Masdar City,retail,7871000,497,15837,corporate
TXN-02846,2023-06-02,Al Bateen,villa,8701000,528,16480,individual
TXN-03301,2023-06-02,Al Maryah Island,villa,8267000,281,29420,individual
TXN-04626,2023-06-02,Al Maqta,apartment,1006000,84,11977,corporate
TXN-00622,2023-06-03,Saadiyat Island,hotel,112990000,10800,10462,corporate
TXN-02886,2023-06-03,Khalifa City,retail,2137000,130,16435,individual
TXN-03702,2023-06-03,Danet Abu Dhabi,land,30471000,7267,4193,fund
TXN-04241,2023-06-03,Mussafah,apartment,879000,162,5425,developer
TXN-02516,2023-06-04,Mussafah,land,17463000,11369,1536,developer
